Brand,Model,Fuel Type,Fuel Consumption,Engine volume (L),Power (PS),Torque (N*m),0-100 km/h (s),Max speed (km/h),Length (mm),Width (mm),Height (mm),Weight (kg)
Fiat,1.8 i (107 Hp),Petrol (Gasoline),11.0,1.756,107,140,12.0,183,3958,1700,1450,1100
Fiat,1.9 D (65 Hp),Diesel,6.7,1.929,65,119,17.8,150,3958,1700,1450,1060
Fiat,1.9 TD (82 Hp),Diesel,7.0,1.929,82,173,14.0,168,3958,1700,1450,1060
Fiat,2.0 16V (160.AV) (146 Hp),Petrol (Gasoline),11.5,1.995,146,173,8.4,207,3958,1700,1450,1180
Fiat,2.0 i.e. (115 Hp),Petrol (Gasoline),11.0,1.995,115,159,10.5,190,3958,1700,1450,1100
Fiat,1.4 Mirafiori (70 Hp),Petrol (Gasoline),10.0,1.367,70,108,16.0,150,4264,1650,1400,1025
Fiat,1.4 Super Mirafiori (75 Hp),Petrol (Gasoline),10.1,1.367,75,108,13.8,155,4230,1650,1400,1060
Fiat,1.6 Mirafiori (85 Hp),Petrol (Gasoline),10.5,1.585,85,126,13.2,160,4264,1650,1400,1025
Fiat,1.6 Mirafiori (85 Hp),Petrol (Gasoline),10.5,1.585,85,126,13.2,160,4264,1650,1400,1050
Fiat,1.2 16V 80 (82 Hp),Petrol (Gasoline),9.5,1.242,82,113,13.0,173,4187,1741,1410,1015
Fiat,1.6 16V (103 Hp),Petrol (Gasoline),10.8,1.581,103,144,11.5,180,4187,1741,1410,1065
Fiat,1.8 GT 16V (113 Hp),Petrol (Gasoline),11.5,1.747,113,154,10.3,190,4187,1741,1410,1170
Fiat,1.9 JTD 105 (105 Hp),Diesel,7.3,1.91,105,200,10.6,185,4187,1741,1410,1170
Fiat,1.9 TD 100 S (101 Hp),Diesel,8.7,1.91,101,200,11.0,180,4187,1741,1410,1180
Fiat,1.9 TD 75S (75 Hp),Diesel,9.5,1.91,75,147,15.5,165,4187,1741,1410,1145
Fiat,1.3 16V Multijet (90 Hp),Diesel,6.5,1.248,90,200,13.8,170,4560,1946,1494,1185
Fiat,1.4 i (77 Hp),Petrol (Gasoline),8.2,1.368,77,115,14.6,165,4560,1730,1494,1160
Fiat,2.0 16V (136 Hp),Petrol (Gasoline),12.3,1.997,136,190,12.2,185,4730,1850,1750,1600
Fiat,2.0 JTD (107 Hp),Diesel,9.2,1.997,107,270,13.4,174,4730,1850,1750,1736
Fiat,2.2 16V JTD (128 Hp),Diesel,10.1,2.179,128,314,12.6,182,4730,1850,1750,1783
Fiat,3.0 V6 24V (204 Hp),Petrol (Gasoline),15.8,2.946,204,285,10.2,205,4730,1850,1750,1837
Fiat,1.8 (220.BB5) (99 Hp),Petrol (Gasoline),13.2,1.762,99,147,14.3,165,4454,1834,1714,1445
Fiat,2.0 (121 Hp),Petrol (Gasoline),13.2,1.998,121,170,13.1,177,4454,1834,1714,1510
Fiat,2.0 Turbo (220.AD5) (147 Hp),Petrol (Gasoline),12.8,1.998,147,235,10.1,195,4454,1834,1714,1575
Fiat,2.1 TD (109 Hp),Diesel,10.8,2.088,109,250,13.3,175,4454,1834,1714,1690
Fiat,1.4 (90 Hp),Petrol (Gasoline),8.7,1.368,90,128,12.5,179,4336,1792,1498,1205
Fiat,1.4 T-Jet (150 Hp),Petrol (Gasoline),9.3,1.368,150,206,8.5,212,4336,1792,1498,1275
Fiat,1.4 T-Jet (120 Hp),Petrol (Gasoline),8.7,1.368,120,206,9.6,197,4336,1792,1498,1260
Fiat,1.9 MultiJet (120 Hp),Diesel,6.9,1.91,120,255,10.5,194,4336,1792,1498,1320
Fiat,1.9 MultiJet (150 Hp),Diesel,7.6,1.91,150,305,9.0,209,4336,1792,1498,1360
Fiat,1.2 16V 80 (82 Hp),Petrol (Gasoline),9.5,1.242,82,113,12.5,173,4025,1755,1420,985
Fiat,1.4 (80 Hp),Petrol (Gasoline),9.0,1.369,80,112,13.7,174,4025,1755,1420,985
Fiat,1.6 16V (103 Hp),Petrol (Gasoline),10.8,1.581,103,144,11.0,184,4025,1755,1420,1025
Fiat,1.8 GT (113 Hp),Petrol (Gasoline),11.4,1.747,113,154,10.0,193,4025,1755,1420,1100
Fiat,1.9 JTD 105 (105 Hp),Diesel,7.2,1.91,105,200,10.4,187,4025,1755,1420,1145
Fiat,1.9 TD 100 S (100 Hp),Diesel,8.5,1.91,100,200,10.8,182,4025,1755,1420,1155
Fiat,1.9 TD 75 S (75 Hp),Diesel,8.5,1.91,75,147,15.1,165,4025,1755,1420,1120
Fiat,2.0 HGT 20V (154 Hp),Petrol (Gasoline),13.1,1.998,154,186,8.0,213,4025,1755,1410,1165
Fiat,1.4 80 12V (80 Hp),Petrol (Gasoline),9.2,1.37,80,112,13.7,170,4378,1741,1420,1085
Fiat,1.6 16V (103 Hp),Petrol (Gasoline),11.3,1.581,103,144,10.7,187,4390,1740,1420,1140
Fiat,1.6 100 16V Bipower (103 Hp),Petrol (Gasoline),11.8,1.581,103,144,11.6,187,4390,1740,1420,1260
Fiat,1.8 115 16V (113 Hp),Petrol (Gasoline),11.2,1.747,113,154,9.9,195,4390,1740,1420,1200
Fiat,1.8 i 16V (132 Hp),Petrol (Gasoline),9.9,1.747,132,164,9.6,198,4393,1740,1420,1195
Fiat,1.9 JTD 105 (105 Hp),Diesel,7.4,1.91,105,200,10.8,185,4390,1740,1420,1215
Fiat,1.9 JTD 110 (110 Hp),Diesel,7.0,1.91,110,200,10.8,188,4393,1741,1420,1290
Fiat,1.9 TD 100 (100 Hp),Diesel,8.7,1.91,100,200,11.2,180,4378,1741,1420,1190
Fiat,2.0 150 20V (147 Hp),Petrol (Gasoline),14.2,1.998,147,187,8.7,207,4378,1741,1415,1255
Fiat,2.0 155 20V (154 Hp),Petrol (Gasoline),11.0,1.998,154,186,8.6,210,4390,1740,1420,1255
Fiat,2.4 JTD 130 (130 Hp),Diesel,9.0,2.387,130,304,10.0,197,4390,1740,1420,1280
Fiat,2.4 TD 125 (125 Hp),Diesel,10.2,2.387,125,265,9.9,195,4378,1741,1415,1280
Fiat,1.4 80 12V (80 Hp),Petrol (Gasoline),9.4,1.37,80,112,14.2,170,4484,1741,1500,1145
Fiat,1.6 100 16V (103 Hp),Petrol (Gasoline),11.3,1.596,103,145,11.1,185,4485,1740,1510,1175
Fiat,1.8 115 16V (113 Hp),Petrol (Gasoline),11.5,1.747,113,154,10.6,193,4485,1740,1510,1230
Fiat,1.9 JTD 105 (105 Hp),Diesel,7.5,1.91,105,200,11.2,183,4485,1740,1510,1250
Fiat,1.9 JTD 110 (110 Hp),Diesel,7.2,1.91,110,200,11.2,186,4490,1741,1500,1350
Fiat,1.9 TD 100 (100 Hp),Diesel,8.9,1.91,100,200,11.5,180,4484,1741,1500,1250
Fiat,1.9 TD 75 (75 Hp),Diesel,8.7,1.91,75,147,15.5,165,4485,1740,1510,1220
Fiat,2.0 150 20V (147 Hp),Petrol (Gasoline),14.3,1.998,147,187,9.5,205,4484,1741,1495,1315
Fiat,2.0 155 20V (154 Hp),Petrol (Gasoline),14.3,1.998,154,186,9.2,208,4485,1740,1510,1290
Fiat,2.4 JTD 130 (130 Hp),Diesel,9.1,2.387,130,304,10.3,195,4485,1740,1510,1310
Fiat,2.4 TD 125 (125 Hp),Diesel,10.3,2.387,125,265,11.0,195,4484,1741,1495,1340
Fiat,0.9 (45 Hp),Petrol (Gasoline),7.1,0.903,45,66,17.9,140,3690,1560,1420,740
Fiat,1.0 i.e. (46 Hp) CAT,Petrol (Gasoline),6.7,0.999,46,75,17.7,145,3690,1560,1420,740
Fiat,1.1 (57 Hp),Petrol (Gasoline),7.6,1.108,57,87,16.0,150,3690,1560,1420,760
Fiat,1.1 i (51 Hp),Petrol (Gasoline),7.6,1.108,51,84,16.0,150,3690,1560,1420,760
Fiat,1.4 i (71 Hp),Petrol (Gasoline),9.4,1.372,71,108,12.4,165,3690,1560,1420,825
Fiat,1.4 i (71 Hp),Petrol (Gasoline),9.4,1.372,71,108,12.4,165,3690,1560,1420,825
Fiat,1.4 i Turbo (114 Hp),Petrol (Gasoline),9.8,1.372,114,165,8.4,200,3690,1560,1420,940
Fiat,1.4 TD (72 Hp),Diesel,7.5,1.367,72,131,12.4,165,3690,1560,1420,910
Fiat,1.5 i (76 Hp),Petrol (Gasoline),8.4,1.499,76,113,11.2,171,3690,1560,1420,840
Fiat,1.7 D (58 Hp),Diesel,6.0,1.698,58,100,15.9,155,3690,1560,1420,870
Fiat,1.9 D (60 Hp),Diesel,6.0,1.929,60,108,15.9,157,3690,1560,1420,885
Fiat,1.1 (57 Hp),Petrol (Gasoline),7.6,1.108,57,87,16.0,150,3690,1560,1420,760
Fiat,1.1 i (51 Hp),Petrol (Gasoline),7.6,1.108,51,84,16.0,150,3690,1560,1420,760
Fiat,1.4 i Turbo (114 Hp),Petrol (Gasoline),9.8,1.372,114,165,8.4,200,3690,1560,1420,940
Fiat,1.7 D (58 Hp),Diesel,6.0,1.698,58,100,15.9,155,3690,1560,1420,870
Fiat,1.9 D (60 Hp),Diesel,6.0,1.929,60,108,15.9,157,3690,1560,1420,885
Fiat,1.6 16V (103 Hp),Petrol (Gasoline),11.1,1.581,103,145,12.6,170,3994,1871,1695,1375
Fiat,1.6 16V Bipower (103 Hp),Petrol / CNG,11.6,1.596,103,145,13.5,168,3994,1871,1695,1375
Fiat,1.6 16V Blupower (95 Hp),Petrol (Gasoline),11.1,1.581,95,130,15.5,160,3994,1871,1695,1470
Fiat,1.9 JTD 110 (110 Hp),Diesel,8.0,1.91,110,200,12.4,170,3994,1871,1695,1445
Fiat,0.9 (39 Hp),Petrol (Gasoline),7.9,0.899,39,65,18.0,140,3319,1508,1440,730
Fiat,1.1 (55 Hp),Petrol (Gasoline),8.3,1.108,55,88,13.5,150,3335,1510,1450,730
Fiat,1.8 16V (131 Hp),Petrol (Gasoline),11.9,1.747,131,164,9.1,205,4250,1768,1355,1180
Fiat,2.0 20V (154 Hp),Petrol (Gasoline),14.0,1.998,154,186,8.4,215,4250,1768,1355,1270
Fiat,2.0 20V Turbo (220 Hp),Petrol (Gasoline),14.4,1.998,220,310,6.3,250,4250,1768,1340,1310
Venturi,3.0 i V6 Atlantiq (282 Hp),Petrol (Gasoline),19.0,2.975,282,420,5.3,280,4240,1840,1180,1250
Ford,2.0 i 16V XLS (129 Hp),Petrol (Gasoline),10.2,1.988,129,183,11.0,165,4394,1780,1702,1420
Ford,2.3 i 16V (155 Hp) Hybrid eCVT,Petrol (Gasoline),6.5,2.261,133,168,9.0,170,4442,1781,1775,1670
Ford,3.0 i V6 24V XLT 4WD (203 Hp),Petrol (Gasoline),13.1,2.976,203,271,8.8,175,4394,1780,1702,1600
Ford,1.4 Duratec 16V (80 Hp),Petrol (Gasoline),8.7,1.388,80,127,14.1,164,4342,1840,1497,1245
Ford,1.6 Duratec 16V (100 Hp) MT,Petrol (Gasoline),8.7,1.596,100,143,11.9,180,4342,1840,1497,1242
Ford,1.6 Duratec 16V (100 Hp) Automatic,Petrol (Gasoline),10.4,1.596,100,143,13.6,172,4342,1840,1497,1242
Ford,1.6 Duratec Ti-VCT 16V (115 Hp),Petrol (Gasoline),8.7,1.596,115,155,10.8,190,4342,1840,1497,1255
Ford,1.6 TDCi (90 Hp),Diesel,5.9,1.56,90,215,12.6,177,4342,1840,1497,1290
Ford,1.6 TDCi HP (109 Hp),Diesel,5.9,1.56,109,240,10.9,188,4342,1840,1497,1295
Ford,1.8 i 16V (125 Hp),Petrol (Gasoline),9.6,1.798,125,165,10.5,193,4342,1840,1497,1265
Ford,1.8 TDCi (116 Hp),Diesel,6.7,1.753,116,250,10.8,190,4342,1840,1497,1357
Ford,2.0 16V (145 Hp) Automatic,Petrol (Gasoline),11.2,1.999,145,185,10.7,195,4342,1840,1497,1326
Ford,2.0 Duratec 16V (145 Hp),Petrol (Gasoline),9.8,1.999,145,185,9.2,193,4342,1840,1497,1326
Ford,2.0 TDCi (136 Hp),Diesel,7.4,1.997,136,320,9.3,203,4342,1840,1497,1335
Ford,ST 2.5 i 20V (225 Hp),Petrol (Gasoline),13.8,2.522,225,320,6.8,241,4362,1840,1447,1392
Ford,RS 2.5 (305 Hp),Petrol (Gasoline),13.4,2.522,305,440,5.9,263,4402,1842,1497,1468
Ford,1.4 Duratec 16V (80 Hp),Petrol (Gasoline),8.7,1.388,80,127,14.2,166,4488,1840,1497,1195
Ford,1.6 Duratec 16V (100 Hp) MT,Petrol (Gasoline),8.7,1.596,100,143,12.0,182,4488,1840,1497,1195
Ford,1.6 Duratec 16V (100 Hp) Automatic,Petrol (Gasoline),10.3,1.596,100,143,13.6,172,4488,1840,1497,1195
Ford,1.6 Duratec Ti-VCT 16V (115 Hp),Petrol (Gasoline),8.7,1.596,115,155,10.9,193,4488,1840,1497,1279
Ford,1.6 TDCi (90 Hp) MCA TREND,Diesel,5.9,1.56,90,204,12.7,179,4488,1840,1497,1377
Ford,1.6 TDCi HP (109 Hp),Diesel,6.2,1.56,109,240,11.0,190,4488,1840,1497,1310
Ford,1.8 i 16V (125 Hp),Petrol (Gasoline),9.6,1.798,125,165,10.6,193,4488,1840,1497,1295
Ford,1.8 TDCi (116 Hp),Diesel,6.8,1.753,116,250,10.9,193,4488,1840,1497,1380
Ford,2.0 16V (145 Hp) Automatic,Petrol (Gasoline),11.2,1.999,145,190,10.7,195,4488,1840,1497,1300
Ford,2.0 Duratec 16V (145 Hp),Petrol (Gasoline),8.7,1.999,145,190,9.3,210,4488,1840,1497,1300
Ford,2.0 TDCi (136 Hp),Diesel,7.5,1.997,136,320,9.4,205,4488,1840,1497,1350
Ford,1.4 Duratec 16V (80 Hp),Petrol (Gasoline),8.7,1.388,80,127,14.4,164,4472,1840,1501,1277
Ford,1.6 Duratec 16V (100 Hp) MT,Petrol (Gasoline),8.7,1.596,100,143,12.2,180,4472,1840,1501,1294
Ford,1.6 Duratec 16V (100 Hp) Automatic,Petrol (Gasoline),10.4,1.596,100,143,13.9,172,4472,1840,1501,1294
Ford,1.6 Duratec Ti-VCT 16V (115 Hp),Petrol (Gasoline),8.7,1.596,115,155,11.0,190,4472,1840,1501,1295
Ford,1.6 TDCi (90 Hp),Diesel,5.9,1.56,90,204,12.9,177,4472,1840,1501,1320
Ford,1.6 TDCi HP (109 Hp),Diesel,6.2,1.56,109,240,11.1,188,4472,1840,1501,1325
Ford,1.8 i 16V (125 Hp),Petrol (Gasoline),9.6,1.798,125,165,10.7,193,4472,1840,1501,1310
Ford,1.8 TDCi (116 Hp),Diesel,6.8,1.753,116,250,10.9,190,4472,1840,1501,1391
Ford,2.0 Duratec 16V (145 Hp) MT,Petrol (Gasoline),9.8,1.999,145,185,9.4,193,4472,1840,1501,1383
Ford,2.0 Duratec 16V (145 Hp) Automatic,Petrol (Gasoline),11.2,1.999,145,185,10.7,195,4472,1840,1501,1383
Ford,2.0 TDCi (136 Hp),Diesel,7.5,1.997,136,320,9.5,203,4472,1840,1501,1385
Ford,1.4 16V (75 Hp),Petrol (Gasoline),8.7,1.388,75,125,14.4,171,4362,1698,1430,1091
Ford,1.6 16V (100 Hp),Petrol (Gasoline),9.7,1.596,100,143,11.0,185,4362,1698,1430,1091
Ford,1.8 16V (115 Hp),Petrol (Gasoline),10.3,1.796,115,160,10.3,198,4362,1698,1430,1145
Ford,1.8 TDCi (115 Hp),Diesel,7.2,1.753,115,250,10.8,196,4369,1702,1481,1300
Ford,1.8 Turbo DI (90 Hp),Diesel,6.7,1.753,90,200,14.9,168,4362,1698,1430,1205
Ford,2.0 16V (130 Hp),Petrol (Gasoline),11.8,1.988,130,160,9.3,201,4369,1702,1481,1235
Ford,2.0 16V (131 Hp),Petrol (Gasoline),11.8,1.988,131,173,9.3,201,4362,1698,1430,1197
Ford,1.4 16V (75 Hp),Petrol (Gasoline),9.5,1.388,75,125,14.1,171,4152,1698,1430,1068
Ford,1.6 16V (100 Hp),Petrol (Gasoline),9.7,1.596,100,143,11.2,185,4152,1698,1430,1070
Ford,1.8 16V (115 Hp),Petrol (Gasoline),10.3,1.796,115,160,10.2,198,4152,1698,1430,1125
Ford,1.8 DI (75 Hp),Diesel,6.7,1.753,75,175,14.7,168,4152,1698,1430,1183
Ford,1.8 TDCi (115 Hp),Diesel,7.2,1.753,115,250,10.8,196,4178,1702,1481,1279
Ford,1.8 Turbo DI (90 Hp),Diesel,6.7,1.753,90,200,12.4,184,4152,1698,1430,1183
Ford,2.0 16V (130 Hp),Petrol (Gasoline),11.8,1.988,130,173,9.2,201,4178,1702,1481,1146
Ford,2.0 16V (131 Hp),Petrol (Gasoline),11.8,1.988,131,173,9.3,201,4152,1698,1430,1146
Ford,2.0 16V ST170 (172 Hp),Petrol (Gasoline),12.4,1.988,172,197,7.5,220,4178,1702,1481,1245
Ford,2.0 i 16V RS (215 Hp),Petrol (Gasoline),14.2,1.988,215,310,6.7,232,4183,1772,1460,1210
Ford,1.4 16V (75 Hp),Petrol (Gasoline),8.7,1.388,75,125,14.6,171,4438,1698,1447,1115
Ford,1.6 16V (100 Hp),Petrol (Gasoline),9.3,1.596,100,143,11.0,185,4438,1698,1447,1180
Ford,1.8 16V (115 Hp),Petrol (Gasoline),10.3,1.796,115,160,10.7,198,4438,1698,1447,1169
Ford,1.8 DI (75 Hp),Diesel,6.8,1.753,75,175,15.1,168,4438,1698,1447,1230
Ford,1.8 TDCi (115 Hp),Diesel,7.2,1.753,115,250,10.8,196,4465,1702,1532,1327
Ford,1.8 Turbo DI (90 Hp),Diesel,6.7,1.753,90,200,12.4,190,4438,1698,1447,1232
Ford,2.0 16V (130 Hp),Petrol (Gasoline),11.9,1.988,130,173,9.6,201,4465,1702,1535,1279
Ford,2.0 16V (131 Hp),Petrol (Gasoline),11.8,1.988,131,173,9.6,201,4438,1698,1447,1195
Ford,2.0 i 16V ST170 (173 Hp),Petrol (Gasoline),12.4,1.988,173,196,8.5,216,4454,1699,1498,1280
Ford,2.0 i 16V SVT (172 Hp),Petrol (Gasoline),11.2,1.988,172,196,7.4,217,4270,1699,1430,1270
Ford,2.0 i 16V ZX3 (131 Hp),Petrol (Gasoline),9.4,1.988,131,183,9.0,180,4270,1699,1430,1200
Ford,2.0 i 16V ZX5 (131 Hp),Petrol (Gasoline),9.4,1.988,131,183,9.5,180,4270,1699,1430,1245
Ford,2.0 i LX (110 Hp),Petrol (Gasoline),8.7,1.988,110,169,9.5,170,4270,1699,1430,1190
Ford,2.0i 16V ZTS (131 Hp),Petrol (Gasoline),9.4,1.988,131,183,9.6,180,4442,1699,1430,1250
Ford,2.0 i LX/SE (111 Hp),Petrol (Gasoline),8.4,1.988,111,169,11.0,180,4442,1699,1430,1190
Ford,2.3 i 16V ST (153 Hp),Petrol (Gasoline),10.7,2.261,153,209,7.9,193,4450,1699,1430,1280
Ford,2.3 i 16V ZXW (147 Hp),Petrol (Gasoline),10.7,2.261,147,202,7.8,170,4450,1699,1430,1315
Ford,2.0 TDCi (136 Hp),Diesel,8.0,1.997,136,320,10.6,182,4443,1832,1677,2100
Ford,2.5 i 20V (200 Hp),Petrol (Gasoline),13.9,2.523,200,320,8.2,210,4443,1832,1677,1573
Ford,2.5 i 20V (200 Hp) Automatic,Petrol (Gasoline),14.6,2.523,200,320,8.8,205,4443,1832,1677,1613
Ford,GT 500 5.4 V8 (507 Hp),Petrol (Gasoline),15.7,5.409,507,650,4.5,250,4765,1877,1384,1780
Ford,1.6 i 16V (90 Hp),Petrol (Gasoline),10.9,1.597,90,134,12.2,177,4104,1691,1398,1080
Ford,1.8 TD (90 Hp),Diesel,8.5,1.753,90,180,11.5,175,4104,1691,1398,1130
Ford,1.6 i 16V (90 Hp),Petrol (Gasoline),9.2,1.597,90,134,12.7,177,4303,1700,1416,1145
Ford,1.8 i 16V (115 Hp),Petrol (Gasoline),9.5,1.796,115,160,10.3,196,4300,1700,1416,1180
Ford,1.8 TD (90 Hp),Diesel,6.5,1.753,90,180,11.9,172,4300,1700,1416,1195
Ford,1.8 i 16V (105 Hp),Petrol (Gasoline),10.4,1.796,105,153,10.7,187,4104,1696,1397,1085
Ford,1.6 (105 Hp),Petrol (Gasoline),9.8,1.6,105,135,10.6,186,4036,1692,1395,1050
Ford,2.0 i 16V (124 Hp),Petrol (Gasoline),13.1,1.989,124,175,13.5,166,4394,1781,1722,1470
Ford,2.3 i 16V AWD (150 Hp),Petrol (Gasoline),13.6,2.261,150,200,10.7,171,4441,1825,1762,1530
Ford,3.0 i V6 24V AWD (197 Hp),Petrol (Gasoline),18.9,2.967,197,265,10.5,190,4394,1781,1722,1665
Ford,2.4 12V (3 dr) (124 Hp),Petrol (Gasoline),13.0,2.389,124,197,13.2,160,4105,1735,1805,1620
Ford,2.7 TD (3 dr) (100 Hp),Diesel,10.9,2.663,100,221,19.0,145,4105,1735,1805,1730
Citroen,1.6i 16V (109 Hp) Automatic,Petrol (Gasoline),10.1,1.587,109,147,11.5,185,3860,1667,1510,1133
Ford,6.8 (314 Hp) 4WD Automatic,Petrol (Gasoline),21.4,6.748,314,576,11.0,153,5758,2032,2024,3370
Ford,1.6 i 16V (125 Hp),Petrol (Gasoline),10.3,1.596,125,160,12.3,195,4844,1886,1500,1360
Ford,1.8 TDCi (125 Hp),Diesel,7.5,1.753,125,340,10.2,200,4844,1886,1500,1503
Ford,2.0 i 16V (145 Hp),Petrol (Gasoline),11.2,1.999,145,190,9.9,210,4844,1886,1500,1402
Ford,2.0 TDCi (130 Hp),Diesel,9.8,1.997,130,320,10.9,200,4844,1886,1500,1503
Ford,2.0 TDCi (140 Hp),Diesel,7.6,1.997,140,320,9.5,210,4844,1886,1500,1481
Ford,2.2 TDCi (175 Hp),Diesel,8.4,2.179,175,400,8.7,223,4844,1886,1500,1481
Ford,2.5 i 20V (220 Hp),Petrol (Gasoline),13.6,2.522,220,320,7.5,245,4844,1886,1500,1492
Ford,1.6 i 16V (110 Hp),Petrol (Gasoline),10.0,1.598,110,138,12.7,190,4778,1886,1500,1477
Ford,1.6i 16v (125 Hp),Petrol (Gasoline),10.3,1.596,125,160,12.3,190,4778,1886,1500,1477
Ford,2.0 i 16V (145 Hp),Petrol (Gasoline),11.2,1.999,145,190,9.9,210,4778,1886,1500,1477
Ford,2.0 TDCi (130 Hp),Diesel,9.8,1.997,130,320,10.9,200,4778,1886,1500,1503
Ford,2.0 TDCi (140 Hp),Diesel,7.6,1.997,140,320,9.5,210,4778,1886,1500,1481
Ford,2.2 TDCi (175 Hp),Diesel,8.4,2.179,175,400,8.7,223,4778,1886,1500,1481
Ford,2.3 i 16V (160 Hp),Petrol (Gasoline),13.8,2.261,160,208,10.5,207,4778,1886,1500,1466
Ford,2.5 i 20V (220 Hp),Petrol (Gasoline),13.6,2.522,220,320,7.5,245,4778,1886,1500,1492
Ford,1.6 i 16V (110 Hp),Petrol (Gasoline),10.0,1.596,110,160,12.9,185,4830,1886,1500,1402
Ford,1.6 i 16V (125 Hp),Petrol (Gasoline),10.3,1.596,125,160,12.9,190,4830,1886,1500,1402
Ford,2.0 i 16V (145 Hp),Petrol (Gasoline),11.2,1.999,145,190,9.9,210,4830,1886,1500,1402
Ford,2.0 TDCi (130 Hp),Diesel,9.8,1.997,130,320,10.9,200,4830,1886,1500,1503
Ford,2.0 TDCi (140 Hp),Diesel,7.6,1.997,140,320,9.5,210,4844,1886,1500,1481
Ford,2.2 TDCi (175 Hp),Diesel,8.4,2.179,175,400,8.9,218,4844,1886,1500,1481
Ford,2.3 i 16V (160 Hp),Petrol (Gasoline),13.8,2.261,160,208,10.8,202,4830,1886,1500,1466
Ford,2.5 i 20V (220 Hp),Petrol (Gasoline),13.6,2.522,220,320,7.5,245,4830,1886,1500,1492
Ford,1.8 (110 Hp),Petrol (Gasoline),10.9,1.798,110,165,11.6,193,4731,1812,1429,1374
Ford,1.8 (125 Hp),Petrol (Gasoline),11.2,1.798,125,170,10.8,205,4731,1812,1429,1373
Ford,2.0 (145 Hp),Petrol (Gasoline),11.5,1.999,145,190,9.8,215,4731,1812,1429,1376
Ford,2.0 DI (115 Hp),Diesel,8.2,1.998,115,280,10.6,195,4731,1812,1429,1491
Ford,2.0 DI (90 Hp),Diesel,8.2,1.998,90,245,13.2,180,4731,1812,1429,1492
Ford,2.0 TDCi (130 Hp),Diesel,8.3,1.998,130,330,9.9,208,4731,1812,1429,1460
Ford,2.2 TDCi (155 Hp),Diesel,8.2,2.198,155,360,9.3,223,4731,1812,1429,1410
Ford,2.5 (170 Hp),Petrol (Gasoline),14.2,2.495,170,220,8.7,225,4731,1812,1429,1468
Ford,3.0 i V6 24V (204 Hp),Petrol (Gasoline),15.1,2.967,204,280,7.9,240,4731,1812,1429,1405
Ford,3.0 V6 24V ST220 (226 Hp),Petrol (Gasoline),14.3,2.967,226,270,7.4,243,4731,1812,1429,1420
Ford,1.8 16V (110 Hp),Petrol (Gasoline),11.4,1.798,110,165,11.7,193,4731,1812,1429,1384
Ford,1.8 16V (125 Hp),Petrol (Gasoline),11.5,1.798,125,170,10.9,205,4731,1812,1429,1384
Ford,1.8 16V (130 Hp),Petrol (Gasoline),11.5,1.798,130,170,10.9,205,4731,1812,1429,1384
Ford,2.0 16V (145 Hp),Petrol (Gasoline),11.8,1.999,145,190,9.9,215,4731,1812,1429,1388
Ford,2.0 DI (115 Hp),Diesel,8.2,1.998,115,280,10.7,195,4731,1812,1429,1498
Ford,2.0 DI (90 Hp),Diesel,8.2,1.998,90,245,13.2,180,4731,1812,1429,1492
Ford,2.0 TDCi (130 Hp),Diesel,8.3,1.998,130,330,9.8,208,4731,1812,1429,1460
Ford,2.2 TDCi (155 Hp),Diesel,8.2,2.198,155,360,8.7,223,4731,1812,1429,1410
Ford,2.5 V6 (170 Hp),Petrol (Gasoline),14.2,2.495,170,220,8.7,225,4731,1812,1429,1477
Ford,3.0 i V6 24V (204 Hp),Petrol (Gasoline),15.1,2.967,204,280,7.9,240,4731,1812,1429,1405
Ford,1.8 16V (110 Hp),Petrol (Gasoline),11.5,1.798,110,165,12.1,190,4804,1812,1441,1432
Ford,1.8 16V (125 Hp),Petrol (Gasoline),11.6,1.798,125,170,11.2,200,4804,1812,1441,1431
Ford,2.0 16V (145 Hp),Petrol (Gasoline),11.9,1.999,145,190,10.2,210,4804,1812,1441,1435
Ford,2.0 DI (115 Hp),Diesel,8.3,1.998,115,280,11.2,193,4804,1812,1441,1551
Ford,2.0 DI (90 Hp),Diesel,8.2,1.998,90,245,13.7,177,4804,1812,1441,1545
Ford,2.0 TDCi (130 Hp),Diesel,8.2,1.998,130,330,10.2,200,4804,1812,1441,1495
Ford,2.2 TDCi (155 Hp),Diesel,8.4,2.198,155,360,9.0,218,4804,1812,1441,1485
Ford,2.5 V6 (170 Hp),Petrol (Gasoline),14.4,2.495,170,220,9.0,220,4804,1812,1441,1518
Ford,3.0 i V6 24V (204 Hp),Petrol (Gasoline),15.3,2.967,204,280,8.1,232,4804,1812,1441,1480
Ford,3.0 V6 24V ST220 (226 Hp),Petrol (Gasoline),14.6,2.967,226,270,7.7,241,4804,1812,1441,1465
Ford,1.6 i 16V (95 Hp),Petrol (Gasoline),10.7,1.597,95,142,12.7,185,4556,1751,1424,1240
Ford,1.8 16V (115 Hp),Petrol (Gasoline),10.9,1.796,115,160,11.0,195,4480,1750,1430,1225
Ford,2.0i (130 Hp),Petrol (Gasoline),11.6,1.988,130,178,9.9,206,4556,1751,1424,1245
Ford,2.5 ST 200 (205 Hp),Petrol (Gasoline),14.4,2.495,205,234,7.7,231,4556,1751,1424,1345
Ford,1.6 16V (95 Hp),Petrol (Gasoline),10.7,1.597,95,142,12.7,185,4556,1751,1424,1240
Ford,1.8i 16V (115 Hp),Petrol (Gasoline),11.2,1.796,115,160,11.0,195,4556,1751,1427,1305
